Wall time,Step,Value
1684524174.144593,4000,-83.33808898925781
1684524184.8782961,8000,-82.42366027832031
1684524195.426007,12000,-81.26472473144531
1684524206.181988,16000,-79.65776062011719
1684524216.9558249,20000,-77.36166381835938
1684524227.783369,24000,-72.56070709228516
1684524238.620312,28000,-66.26526641845703
1684524249.450778,32000,-60.717811584472656
1684524260.3794959,36000,-58.214515686035156
1684524271.2879622,40000,-56.53068923950195
1684524282.229523,44000,-48.7480354309082
1684524292.935002,48000,-46.098350524902344
1684524303.551987,52000,-49.92848205566406
1684524314.354549,56000,-49.401100158691406
1684524325.151277,60000,-40.349395751953125
1684524336.096631,64000,-37.530029296875
1684524346.9095411,68000,-40.80081558227539
1684524357.8672562,72000,-44.431095123291016
1684524368.676204,76000,-45.78279113769531
1684524379.6861498,80000,-37.40342712402344
1684524390.811777,84000,-31.883718490600586
1684524401.771878,88000,-23.233779907226562
1684524412.75265,92000,-26.422199249267578
1684524423.693967,96000,-26.715368270874023
1684524434.539999,100000,-27.18053436279297
1684524445.448045,104000,-28.45868682861328
1684524456.227561,108000,-30.819711685180664
1684524467.192925,112000,-26.400602340698242
1684524478.087198,116000,-35.0877799987793
1684524488.8424041,120000,-41.65330123901367
1684524499.6356611,124000,-39.32481384277344
1684524510.591771,128000,-28.152694702148438
1684524521.4254909,132000,-26.452560424804688
1684524532.280641,136000,-33.577301025390625
1684524543.117076,140000,-47.104888916015625
1684524554.042871,144000,-46.43899917602539
1684524564.949522,148000,-46.378456115722656
1684524575.7809138,152000,-45.856529235839844
1684524586.53163,156000,-41.82878875732422
1684524597.396843,160000,-42.67991638183594
1684524608.260837,164000,-39.15486145019531
1684524619.0100632,168000,-43.161705017089844
1684524629.8225238,172000,-43.61642074584961
1684524640.721947,176000,-42.74365234375
1684524651.56356,180000,-46.2689323425293
1684524662.401572,184000,-44.7111701965332
1684524673.268183,188000,-40.072601318359375
1684524684.303215,192000,-35.935768127441406
1684524695.193106,196000,-34.7365837097168
1684524706.241129,200000,-37.877159118652344
1684524717.277874,204000,-34.115875244140625
1684524728.306454,208000,-28.438756942749023
1684524739.209491,212000,-37.019752502441406
1684524749.903522,216000,-47.51541519165039
1684524760.803187,220000,-47.7247200012207
1684524771.6907032,224000,-45.946807861328125
1684524782.718771,228000,-42.31172180175781
1684524793.634646,232000,-41.97792053222656
1684524804.05131,236000,-37.29985427856445
1684524814.028605,240000,-37.447322845458984
1684524823.903269,244000,-39.84613800048828
1684524833.778369,248000,-44.34489440917969
1684524843.5752409,252000,-48.077232360839844
1684524853.556702,256000,-44.257240295410156
1684524863.742789,260000,-37.958229064941406
1684524873.7542999,264000,-26.51922035217285
1684524883.5810628,268000,-33.73839569091797
1684524893.518378,272000,-47.056419372558594
1684524903.350666,276000,-50.81804656982422
