Wall time,Step,Value
1683997244.4187589,400,-83.94871520996094
1683997248.459472,800,-88.61319732666016
1683997252.483698,1200,-88.59860229492188
1683997256.519953,1600,-89.48754119873047
1683997260.545173,2000,-90.97405242919922
1683997264.6255732,2400,-89.88744354248047
1683997268.718014,2800,-88.67269897460938
1683997272.772596,3200,-88.73954010009766
1683997276.776078,3600,-88.19908905029297
1683997280.813971,4000,-88.51886749267578
1683997284.856162,4400,-88.7605209350586
1683997288.949225,4800,-88.5963363647461
1683997293.012435,5200,-88.68405151367188
1683997297.09182,5600,-88.15803527832031
1683997301.212223,6000,-87.70242309570312
1683997305.277249,6400,-87.57759857177734
1683997309.357746,6800,-87.87879943847656
1683997313.4448059,7200,-87.44175720214844
1683997317.501826,7600,-87.49700927734375
1683997321.55474,8000,-87.83177947998047
1683997325.629361,8400,-87.7700424194336
1683997329.72897,8800,-87.78857421875
1683997333.809983,9200,-87.35018157958984
1683997337.916539,9600,-86.78602600097656
1683997341.968288,10000,-86.86766815185547
1683997346.038522,10400,-87.03001403808594
1683997350.1360772,10800,-86.8135986328125
1683997354.234896,11200,-86.62413024902344
1683997358.349544,11600,-85.99974060058594
1683997362.457803,12000,-85.52261352539062
1683997366.5142279,12400,-85.254150390625
1683997370.559594,12800,-85.63709259033203
1683997374.674258,13200,-85.51953887939453
1683997378.785915,13600,-85.18766784667969
1683997382.9056299,14000,-84.7817611694336
1683997387.030321,14400,-84.56710815429688
1683997391.108177,14800,-84.67835998535156
1683997395.168868,15200,-84.2952880859375
1683997399.224607,15600,-84.92170715332031
1683997403.259618,16000,-85.42840576171875
1683997407.3547142,16400,-85.50949096679688
1683997411.4170618,16800,-85.25689697265625
1683997415.487838,17200,-86.02272033691406
1683997419.4866502,17600,-86.26158905029297
1683997423.560962,18000,-85.94635009765625
1683997427.6122,18400,-85.97555541992188
1683997431.6219032,18800,-86.18611907958984
1683997435.6655202,19200,-86.41497802734375
1683997439.738739,19600,-86.89412689208984
1683997443.836697,20000,-86.24514770507812
1683997447.8910122,20400,-86.27922821044922
1683997451.9477298,20800,-86.19013977050781
1683997456.04293,21200,-85.96756744384766
1683997460.1186812,21600,-86.22035217285156
1683997464.193119,22000,-85.96495056152344
1683997468.252091,22400,-86.63241577148438
1683997472.234808,22800,-86.81283569335938
1683997476.293855,23200,-86.94951629638672
1683997480.3670242,23600,-87.39030456542969
1683997484.476545,24000,-87.33718872070312
1683997488.588224,24400,-87.5685043334961
1683997492.667073,24800,-87.51173400878906
1683997496.719049,25200,-87.99828338623047
1683997500.8190231,25600,-87.43812561035156
1683997504.868405,26000,-87.06932830810547
1683997508.9441578,26400,-87.32613372802734
1683997513.052949,26800,-87.6578140258789
1683997517.1534212,27200,-86.99393463134766
1683997521.229845,27600,-86.64469146728516
1683997525.3142169,28000,-86.59712219238281
1683997529.3511832,28400,-87.09121704101562
1683997533.458976,28800,-86.66282653808594
1683997537.550136,29200,-86.6192398071289
1683997541.638079,29600,-86.60094451904297
1683997545.707715,30000,-87.26026153564453
1683997549.791264,30400,-86.97174072265625
1683997553.9158862,30800,-86.7798843383789
1683997557.996479,31200,-86.73312377929688
1683997562.105195,31600,-86.13929748535156
1683997566.1686661,32000,-86.64076232910156
1683997570.252707,32400,-86.64991760253906
1683997574.3492942,32800,-86.63843536376953
1683997578.477014,33200,-86.23912811279297
1683997582.531542,33600,-86.22481536865234
1683997586.589687,34000,-86.92474365234375
1683997590.6543381,34400,-86.88320922851562
1683997594.76404,34800,-86.8831558227539
1683997598.841538,35200,-86.7550048828125
1683997602.9389088,35600,-86.16706848144531
1683997607.058778,36000,-86.21064758300781
1683997611.145762,36400,-85.71137237548828
1683997615.227384,36800,-85.7474136352539
1683997619.300898,37200,-85.74038696289062
1683997623.3857548,37600,-85.6982421875
1683997627.472646,38000,-86.04071807861328
1683997631.557348,38400,-85.40483856201172
1683997635.603529,38800,-85.65565490722656
1683997639.720523,39200,-85.62007904052734
1683997643.759237,39600,-85.79547882080078
1683997647.810112,40000,-86.20993041992188
1683997651.905035,40400,-86.4002456665039
1683997656.010443,40800,-86.79470825195312
1683997660.12163,41200,-86.94850158691406
1683997664.206698,41600,-87.84346008300781
1683997668.2608058,42000,-87.66595458984375
1683997672.3175209,42400,-87.37727355957031
1683997676.394877,42800,-87.17769622802734
1683997680.470859,43200,-87.37903594970703
1683997684.6104739,43600,-87.1046371459961
1683997688.641951,44000,-87.37797546386719
1683997692.70207,44400,-87.21796417236328
1683997696.728972,44800,-87.18889617919922
1683997700.845091,45200,-86.86768341064453
1683997704.96233,45600,-87.74369049072266
1683997709.059605,46000,-87.82369995117188
1683997713.117134,46400,-88.15560913085938
1683997717.205482,46800,-88.00674438476562
1683997721.3250968,47200,-88.42479705810547
1683997725.454932,47600,-88.26620483398438
1683997729.551088,48000,-88.22393798828125
1683997733.636131,48400,-88.44197082519531
1683997737.7052228,48800,-88.37796783447266
1683997741.772713,49200,-88.62555694580078
1683997745.8611069,49600,-88.61550903320312
1683997749.937749,50000,-88.2508316040039
1683997754.323894,50400,-87.68592071533203
1683997758.665199,50800,-86.76412963867188
1683997763.032096,51200,-86.00640869140625
1683997767.321908,51600,-85.46205139160156
1683997771.834929,52000,-85.03485870361328
1683997775.978712,52400,-82.01007843017578
1683997780.388596,52800,-81.31429290771484
1683997784.916167,53200,-80.98603057861328
1683997789.091912,53600,-79.36813354492188
1683997793.2785769,54000,-75.76573181152344
1683997797.778065,54400,-75.76969909667969
1683997802.016198,54800,-74.79393768310547
1683997806.291657,55200,-72.96666717529297
1683997810.653049,55600,-71.572998046875
1683997815.034077,56000,-70.66876983642578
1683997819.515512,56400,-69.96207427978516
1683997824.1293519,56800,-69.80001831054688
1683997828.4099488,57200,-67.19190216064453
1683997832.59851,57600,-64.67294311523438
1683997836.859863,58000,-60.181087493896484
1683997841.084508,58400,-56.79698944091797
1683997845.297754,58800,-53.0164909362793
1683997849.552432,59200,-50.04053497314453
1683997853.701223,59600,-47.066524505615234
1683997857.896364,60000,-44.18289566040039
1683997862.1168928,60400,-41.519264221191406
1683997866.303992,60800,-39.41259765625
1683997870.39962,61200,-38.577308654785156
1683997874.624423,61600,-35.59837341308594
1683997878.784503,62000,-33.814632415771484
1683997882.97134,62400,-33.601051330566406
1683997887.1701179,62800,-31.963369369506836
1683997891.364525,63200,-29.39931297302246
1683997895.5392818,63600,-28.52302360534668
1683997899.7750149,64000,-27.983840942382812
1683997903.938188,64400,-25.42249298095703
1683997908.1214101,64800,-23.2208251953125
1683997912.2916741,65200,-22.875234603881836
1683997916.473711,65600,-21.037498474121094
1683997920.674788,66000,-20.32402229309082
1683997924.870144,66400,-17.198225021362305
1683997929.0369542,66800,-14.454742431640625
1683997933.1142242,67200,-14.514735221862793
1683997937.2879412,67600,-14.948295593261719
1683997941.482124,68000,-16.33350944519043
1683997945.549658,68400,-17.56121826171875
1683997949.792873,68800,-17.397666931152344
1683997953.958165,69200,-18.329164505004883
1683997958.159254,69600,-18.4163875579834
1683997962.386791,70000,-17.964393615722656
1683997966.640563,70400,-17.58658790588379
1683997970.8477209,70800,-17.961212158203125
1683997975.052263,71200,-16.670108795166016
1683997979.2667332,71600,-17.26215934753418
1683997983.4365098,72000,-17.145389556884766
