Wall time,Step,Value
1684609726.889311,4000,-83.92607116699219
1684609737.7486699,8000,-81.0394515991211
1684609748.494891,12000,-80.77169799804688
1684609759.2931242,16000,-81.29661560058594
1684609770.148154,20000,-81.4974594116211
1684609781.178642,24000,-79.5750503540039
1684609792.238367,28000,-78.75312805175781
1684609803.209959,32000,-76.94143676757812
1684609814.136584,36000,-75.81674194335938
1684609825.0881631,40000,-75.3396987915039
1684609836.049093,44000,-75.4272232055664
1684609847.115,48000,-71.8729248046875
1684609858.156117,52000,-68.4682388305664
1684609869.016767,56000,-61.792999267578125
1684609879.773133,60000,-45.330223083496094
1684609890.359256,64000,-24.769269943237305
1684609901.004585,68000,-15.2578763961792
1684609911.715947,72000,-14.763382911682129
1684609922.5237608,76000,-7.7437825202941895
1684609933.2165918,80000,-10.072994232177734
1684609944.063902,84000,0.392215371131897
1684609954.9493618,88000,4.09580135345459
1684609965.528528,92000,-4.279297351837158
1684609976.174975,96000,-13.326244354248047
1684609986.776878,100000,-27.84296417236328
1684609997.600351,104000,-16.5350399017334
1684610008.2174752,108000,-13.80960464477539
1684610018.989343,112000,-16.502094268798828
1684610029.826758,116000,-18.868471145629883
1684610040.655817,120000,-2.5456295013427734
1684610051.3578272,124000,-4.2702717781066895
1684610061.9376168,128000,-6.336822986602783
1684610072.633482,132000,-9.743880271911621
1684610083.5995982,136000,-15.975944519042969
1684610094.468656,140000,-4.235342979431152
1684610105.246142,144000,3.0463695526123047
1684610116.048859,148000,1.8108144998550415
1684610126.626305,152000,-7.621882915496826
1684610137.260142,156000,-10.096858024597168
1684610147.993174,160000,-12.612868309020996
1684610158.849673,164000,-6.539022445678711
1684610169.564497,168000,-10.441747665405273
1684610180.134397,172000,-7.470136642456055
1684610190.599817,176000,-16.097450256347656
1684610201.289152,180000,-6.7534284591674805
1684610212.158057,184000,-7.461883544921875
1684610222.8872802,188000,-6.408448696136475
1684610233.597319,192000,-6.789382457733154
1684610244.339597,196000,-6.794249057769775
1684610255.091441,200000,-5.225276947021484
1684610265.645216,204000,-9.36412525177002
1684610276.393484,208000,-4.846360683441162
1684610287.0516999,212000,-8.761256217956543
1684610297.8488011,216000,-6.763815879821777
1684610308.548654,220000,4.544119358062744
1684610319.326187,224000,14.925384521484375
1684610330.0621078,228000,8.185537338256836
1684610340.577025,232000,-6.622052192687988
1684610351.423788,236000,-17.279176712036133
1684610362.007505,240000,-15.249306678771973
1684610372.697355,244000,-10.877922058105469
1684610382.623374,248000,3.2532472610473633
1684610392.582805,252000,8.655423164367676
1684610402.2656372,256000,-2.5455923080444336
1684610411.9784079,260000,-12.287314414978027
1684610421.796393,264000,-8.37678337097168
1684610431.528117,268000,16.023534774780273
1684610441.259369,272000,11.330737113952637
1684610450.932909,276000,0.9605450630187988
1684610460.921325,280000,-1.3601200580596924
1684610470.7845602,284000,2.6030938625335693
1684610480.6005702,288000,-8.159126281738281
1684610490.351393,292000,-19.148900985717773
1684610500.156481,296000,-7.729684352874756
1684610510.060894,300000,-9.577110290527344
1684610519.841645,304000,-9.382902145385742
1684610529.604151,308000,-8.468029022216797
1684610539.2380202,312000,-13.614501953125
1684610549.071316,316000,-11.902142524719238
1684610558.9071648,320000,3.4503695964813232
1684610568.68959,324000,11.56869125366211
1684610578.495332,328000,5.917727470397949
1684610588.3210082,332000,10.754150390625
1684610598.148271,336000,-6.507435321807861
1684610607.888445,340000,-0.9147623181343079
1684610617.723009,344000,4.326957702636719
1684610627.532801,348000,6.658084869384766
1684610637.3403149,352000,-1.5675326585769653
1684610647.26466,356000,9.772467613220215
1684610657.11287,360000,8.92321491241455
1684610666.853608,364000,3.185487747192383
1684610676.592889,368000,-8.918050765991211
1684610686.403035,372000,-12.612159729003906
1684610696.25152,376000,-18.459396362304688
1684610706.124224,380000,-8.886563301086426
1684610715.970294,384000,-7.348925590515137
1684610727.2453911,388000,-22.172883987426758
1684610737.002431,392000,-11.941056251525879
1684610747.2874272,396000,2.4015133380889893
1684610760.1376572,400000,13.885010719299316
1684610770.8675468,404000,7.936641693115234
1684610781.4800808,408000,5.1689019203186035
1684610792.680962,412000,1.1512200832366943
1684610803.6307032,416000,-2.1911580562591553
1684610814.378578,420000,4.101904392242432
1684610826.218945,424000,-4.746425628662109
1684610836.8966541,428000,1.1901088953018188
1684610847.534155,432000,1.0584973096847534
1684610858.293951,436000,7.958974838256836
1684610868.829237,440000,-8.885575294494629
1684610882.7300532,444000,-16.726032257080078
1684610893.8251252,448000,-15.723352432250977
1684610905.721995,452000,-14.527170181274414
1684610918.813945,456000,-2.567626714706421
1684610929.4523368,460000,5.724580764770508
1684610940.626485,464000,3.676227331161499
1684610951.447891,468000,-6.528397083282471
1684610962.056087,472000,0.6160733103752136
1684610972.759201,476000,1.6497328281402588
1684610983.565983,480000,7.002780914306641
1684610994.550198,484000,18.194841384887695
1684611005.637058,488000,9.834808349609375
1684611016.505578,492000,0.955263078212738
1684611027.077502,496000,2.3600106239318848
1684611037.794964,500000,-1.4658163785934448
1684611048.581127,504000,-6.435335636138916
1684611059.246791,508000,-8.523141860961914
1684611069.937301,512000,2.439704656600952
1684611080.663841,516000,0.9996161460876465
1684611091.381931,520000,0.36037617921829224
1684611102.2352698,524000,-17.473604202270508
1684611112.680793,528000,-16.906558990478516
1684611123.224403,532000,-11.636087417602539
