Wall time,Step,Value
1680657231.034644,400,-81.9791030883789
1680657235.1054652,800,-88.40299987792969
1680657239.059697,1200,-89.07882690429688
1680657243.054763,1600,-87.76277923583984
1680657247.1011531,2000,-86.29216003417969
1680657251.1848378,2400,-84.68151092529297
1680657255.254358,2800,-84.49176025390625
1680657259.295594,3200,-83.8946304321289
1680657263.340584,3600,-83.4866714477539
1680657267.3623989,4000,-82.88275909423828
1680657271.369011,4400,-83.54633331298828
1680657275.428576,4800,-84.04481506347656
1680657279.429659,5200,-83.77091217041016
1680657283.396823,5600,-84.1712646484375
1680657287.441377,6000,-84.29833221435547
1680657291.500947,6400,-84.06426239013672
1680657295.565875,6800,-83.42186737060547
1680657299.6032808,7200,-83.06950378417969
1680657303.6775732,7600,-82.868896484375
1680657307.7272341,8000,-82.8521728515625
1680657311.7352698,8400,-82.99710083007812
1680657315.8034391,8800,-82.70770263671875
1680657319.8295622,9200,-82.24057006835938
1680657323.896605,9600,-82.10978698730469
1680657327.9639978,10000,-82.1678237915039
1680657331.9881558,10400,-82.01318359375
1680657336.055993,10800,-81.64000701904297
1680657340.107661,11200,-81.2469482421875
1680657344.199754,11600,-80.86920928955078
1680657348.2664478,12000,-80.86537170410156
1680657352.274657,12400,-81.2717514038086
1680657356.329373,12800,-81.31015014648438
1680657360.367331,13200,-81.33690643310547
1680657364.357568,13600,-81.8626937866211
1680657368.434768,14000,-81.6347885131836
1680657372.452678,14400,-81.78076934814453
1680657376.476767,14800,-80.9823989868164
1680657380.508754,15200,-81.0667953491211
1680657384.533037,15600,-80.89835357666016
1680657388.585811,16000,-80.57958984375
1680657392.6236138,16400,-80.54273986816406
1680657396.6528199,16800,-80.84031677246094
1680657400.60214,17200,-81.2834701538086
1680657404.628608,17600,-81.16466522216797
1680657408.650452,18000,-80.99031066894531
1680657412.658067,18400,-80.81623077392578
1680657416.6491861,18800,-81.03375244140625
1680657420.6678221,19200,-81.54478454589844
1680657424.7085671,19600,-81.52151489257812
1680657428.705785,20000,-81.59163665771484
1680657432.684907,20400,-81.80750274658203
1680657436.673269,20800,-81.87139892578125
1680657440.684067,21200,-82.01346588134766
1680657444.724745,21600,-82.20098114013672
1680657448.7620952,22000,-82.24150848388672
