Wall time,Step,Value
1684648659.412339,16384,-83.16349792480469
1684648712.17574,32768,-79.6187973022461
1684648764.915345,49152,-79.53657531738281
1684648817.903787,65536,-78.05345916748047
1684648870.752189,81920,-75.73857879638672
1684648923.575003,98304,-73.97463989257812
1684648976.6101341,114688,-71.24970245361328
1684649032.214443,131072,-70.80567169189453
1684649085.3958368,147456,-66.27284240722656
1684649138.5000188,163840,-62.89943313598633
1684649191.603334,180224,-63.490230560302734
1684649244.658315,196608,-61.720462799072266
1684649294.501784,212992,-59.650577545166016
1684649344.138061,229376,-58.72746658325195
1684649393.836641,245760,-55.55903244018555
1684649443.3967192,262144,-53.37974548339844
1684649493.243147,278528,-49.92311477661133
1684649543.429729,294912,-49.265777587890625
1684649593.256264,311296,-46.057289123535156
1684649643.5614989,327680,-43.877830505371094
1684649693.4037278,344064,-42.9481315612793
1684649743.093915,360448,-41.77995300292969
1684649792.825923,376832,-39.408477783203125
1684649842.5779111,393216,-36.30903244018555
1684649892.362219,409600,-37.341102600097656
1684649942.0974011,425984,-35.598716735839844
1684649991.89902,442368,-35.90763854980469
1684650041.4612281,458752,-32.580448150634766
1684650091.245496,475136,-35.338783264160156
1684650140.993272,491520,-33.44520568847656
1684650190.892614,507904,-31.2430362701416
1684650240.635284,524288,-27.777179718017578
1684650290.279167,540672,-29.833120346069336
1684650340.1273432,557056,-26.861631393432617
1684650390.033364,573440,-27.060285568237305
1684650439.777338,589824,-28.343704223632812
1684650489.6615481,606208,-26.33483123779297
1684650539.48277,622592,-24.92473793029785
1684650589.4208791,638976,-24.77215576171875
1684650639.3806138,655360,-22.77493667602539
1684650689.324197,671744,-24.13663101196289
1684650739.311616,688128,-22.60150146484375
1684650789.798166,704512,-22.99315643310547
1684650841.4752588,720896,-19.527812957763672
1684650891.9240808,737280,-20.510343551635742
1684650941.743093,753664,-16.96819496154785
1684650991.495726,770048,-15.788337707519531
1684651041.405389,786432,-16.986434936523438
1684651091.2471218,802816,-16.653854370117188
