Wall time,Step,Value
1684626098.362893,16384,-82.50254821777344
1684626152.851769,32768,-80.87569427490234
1684626206.906654,49152,-79.13612365722656
1684626261.249057,65536,-75.91385650634766
1684626315.443936,81920,-73.60261535644531
1684626369.721375,98304,-73.9052505493164
1684626425.976075,114688,-73.53679656982422
1684626480.263106,131072,-70.3180923461914
1684626535.074068,147456,-68.70866394042969
1684626589.2128599,163840,-66.87088012695312
1684626643.357991,180224,-65.4273681640625
1684626697.037979,196608,-66.95531463623047
1684626750.1527061,212992,-60.752052307128906
1684626804.174352,229376,-57.0824089050293
1684626858.0077062,245760,-58.5726203918457
1684626911.63396,262144,-55.03599548339844
1684626965.468045,278528,-52.2547492980957
1684627019.064445,294912,-51.2855110168457
1684627072.8798442,311296,-48.130332946777344
1684627126.5044212,327680,-45.52058410644531
1684627180.381186,344064,-46.21930694580078
1684627234.454817,360448,-42.5285758972168
1684627288.21791,376832,-40.65409851074219
1684627342.150613,393216,-39.75783920288086
1684627396.564488,409600,-40.666358947753906
1684627452.35373,425984,-38.1320915222168
1684627506.96408,442368,-33.29391860961914
1684627560.576134,458752,-34.04411315917969
1684627614.624029,475136,-32.311561584472656
1684627668.519927,491520,-32.422218322753906
1684627722.357794,507904,-30.733322143554688
1684627776.023882,524288,-29.84009552001953
1684627830.167129,540672,-31.635072708129883
1684627884.274545,557056,-28.11478042602539
1684627938.200408,573440,-24.89569854736328
1684627992.383724,589824,-27.40795135498047
1684628046.4714072,606208,-24.155019760131836
1684628100.412713,622592,-26.104135513305664
1684628154.3571908,638976,-21.96316909790039
1684628209.925405,655360,-21.655630111694336
1684628265.045995,671744,-21.54879379272461
1684628319.313505,688128,-20.384361267089844
1684628373.38105,704512,-20.7196102142334
1684628426.2522082,720896,-21.786489486694336
1684628476.37092,737280,-16.88605499267578
1684628526.544375,753664,-19.791906356811523
1684628576.748655,770048,-17.967126846313477
1684628626.886983,786432,-18.229534149169922
1684628676.921591,802816,-15.461478233337402
