Wall time,Step,Value
1684636196.4981,16384,-80.15648651123047
1684636249.082422,32768,-80.41075134277344
1684636301.390892,49152,-81.50993347167969
1684636354.5045602,65536,-79.68866729736328
1684636408.072738,81920,-73.98595428466797
1684636461.394866,98304,-76.99488067626953
1684636514.443475,114688,-73.28389739990234
1684636567.338161,131072,-70.310546875
1684636620.117571,147456,-71.80387115478516
1684636673.504448,163840,-68.56561279296875
1684636726.656975,180224,-65.6755142211914
1684636779.930033,196608,-64.67413330078125
1684636829.628174,212992,-60.687232971191406
1684636879.050742,229376,-63.10917663574219
1684636928.89335,245760,-60.14742660522461
1684636978.433894,262144,-54.66151809692383
1684637028.156575,278528,-54.59697341918945
1684637077.795808,294912,-51.433040618896484
1684637127.672592,311296,-46.988250732421875
1684637177.426738,327680,-45.239017486572266
1684637227.2206368,344064,-45.2827262878418
1684637276.783178,360448,-45.025733947753906
1684637326.3081548,376832,-43.04267501831055
1684637375.9737148,393216,-42.16664505004883
1684637425.862632,409600,-38.678043365478516
1684637475.63324,425984,-39.17225646972656
1684637525.322727,442368,-34.77836608886719
1684637575.1959412,458752,-33.40388107299805
1684637624.995664,475136,-33.25161361694336
1684637674.800811,491520,-30.412012100219727
1684637725.142756,507904,-30.474781036376953
1684637775.077513,524288,-30.504545211791992
1684637824.8877618,540672,-28.72527503967285
1684637874.84463,557056,-25.893962860107422
1684637924.8035069,573440,-25.028396606445312
1684637974.641771,589824,-26.495115280151367
1684638024.84,606208,-26.781896591186523
1684638074.8627572,622592,-24.831932067871094
1684638124.769275,638976,-25.386337280273438
1684638175.3534908,655360,-26.800745010375977
1684638227.166382,671744,-23.02756118774414
1684638278.278579,688128,-23.3010311126709
1684638328.4988642,704512,-21.726818084716797
1684638378.510068,720896,-19.435876846313477
1684638428.502811,737280,-20.14837646484375
1684638478.4725068,753664,-20.676305770874023
1684638528.907253,770048,-20.40611457824707
1684638578.870371,786432,-20.344940185546875
1684638628.850347,802816,-17.78565216064453
